?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/CHMO_0001153>	"Data which is obtained from an X-ray diffraction experiment where the X-rays are incident on the sample at small angles (0–10 degrees)."	
<http://purl.obolibrary.org/obo/CHMO_0001231>	"The detection of luminescence resulting from a thermal electron-transfer reaction."	
<http://purl.obolibrary.org/obo/CHMO_0001354>	"A synthesis method where a pattern or ink layer is deposited on a substrate using a liquid dispensed through a microsized conical nozzle. The movement of the 'micropen' is controlled by a computer program."	
<http://purl.obolibrary.org/obo/BFO_0000024>		
<http://purl.obolibrary.org/obo/CHMO_0000867>	"A plot of intensity vs. wavelength obtained by measuring the amount of radiation emitted by a sample through photoluminescence (emission of visible light) against the frequency of the incident radiation at low temperature."	
<http://purl.obolibrary.org/obo/CHMO_0000463>	"Spectroscopy where a sample is illuminated with resonant laser light (using a laser which is tuned to match an electronic transition within the sample) and photoexcitation is used to promote an atom or molecule above its ionisation potential to create an ion."	
<http://purl.obolibrary.org/obo/CHMO_0000605>	"A type of homonuclear NMR spectroscopy which reveal correlations between all nuclei of a spin-system."	"FIX:0000133 FIX:0000556"
<http://purl.obolibrary.org/obo/CHMO_0001766>	"Spectroscopy where the Raman scattering of monochromatic light, usually from a laser, by a sample is detected. The light is collected from the non-illuminated side of the sample."	
<http://purl.obolibrary.org/obo/CHMO_0000568>	"Mass spectrometry where the sample ions are directed into magnetic field, the orientation of which is perpendicular to the beam. The magnetic field forces the charged particles into different circular trajectories, the radii of which depend on the strength of the magnetic field, the accelerating voltage, and the mass of the ion."	
<http://purl.obolibrary.org/obo/CHMO_0001243>	"A method for measuring charge carrier mobilities and conductivities by applying two sequentional triangular-shaped voltage pulses and measuring the resulting current."	
<http://purl.obolibrary.org/obo/GO_0042101>	"A protein complex that contains a disulfide-linked heterodimer of T cell receptor (TCR) chains, which are members of the immunoglobulin superfamily, and mediates antigen recognition, ultimately resulting in T cell activation. The TCR heterodimer is associated with the CD3 complex, which consists of the nonpolymorphic polypeptides gamma, delta, epsilon, zeta, and, in some cases, eta (an RNA splice variant of zeta) or Fc epsilon chains."	
<http://purl.obolibrary.org/obo/CHMO_0002272>	"A method for determining structure by measuring the change in direction or energy of two separate beams of X-rays scattered by a sample at low angles (0–10°)."	
<http://purl.obolibrary.org/obo/CHMO_0000399>	"Spectroscopy where the sample is illuminated with radiation (X-ray–ultraviolet) generated in a synchrotron causing ionisation and the emission of photoelectrons. All of the photoelectrons emitted within a certain energy interval are detected."	
<http://purl.obolibrary.org/obo/CHMO_0002635>	"A piece of apparatus used to measure the strength and/or direction of a magnetic field."	
<http://purl.obolibrary.org/obo/CHMO_0001846>	"A sequence of composite pulses designed to remove signal splitting due to heteronuclear J-couplings in multinuclear liquid NMR experiments. Also used to allow transfer of magnetisation between nuclei (by making the spins precess with at the same chemical shift and thus enjoy strong coupling–-isotropic mixing). For the pulse sequence see J. Magn. Reson., (1988), 77, pg 274."	
<http://purl.obolibrary.org/obo/CHMO_0002854>	"The quantity of gas, in pressure-volume units, at a specified temperature, flowing per unit time across a specified open cross section."	
<http://purl.obolibrary.org/obo/CHMO_0002550>	"A polymer preparation technique in which monomer (usually acrylic) droplets are dispersed in a continuous aqueous phase and are kept colloidally stable through the use of a surfactant."	
<http://purl.obolibrary.org/obo/CHMO_0002316>	"A separation method where colloidal particles move at different speeds according to their electrophoretic mobilities in a separation medium consisting of gel, across which a pulsed electric field is applied (one in which the voltage direction is periodically switched among three directions; one that runs through the central axis of the gel and two that run at an angle of 120° either side)."	
<http://purl.obolibrary.org/obo/CHMO_0000052>	"The collection of spatially resolved near-infrared spectra (0.8 to 2 micrometres) of a sample during microscopy."	
<http://purl.obolibrary.org/obo/CHMO_0001233>	"An electrochemical technique where the analyte of interest is electroplated onto the working electrode before being removed or 'stripped'. During removal the time-dependence of the potential difference between the indicator and reference electrodes is measured under conditions where the current passed is constant and sufficiently small to maintain thermodynamic equilibrium."	
<http://purl.obolibrary.org/obo/CHMO_0002453>	"Mass spectrometry where a sample mixture is first separated by liquid chromatography, where the liquid is held at or near its critical point, before being ionised by forcing the solution (usually in an organic solvent) through a small heated capillary (at a flow rate of 1–10 L min-1) into an electric field to produce a very fine mist of charged droplets."	
<http://purl.obolibrary.org/obo/OBCS_0000214>	"A disposition that inheres in a population of continuant and is realized in a test process (e.g., disease diagnosis)."	
<http://purl.obolibrary.org/obo/CHMO_0001895>	"An image obtained by illuminating the specimen with (usually) ultraviolet light, and collecting the light emitted by chromophores in the specimen (fluorescence) using a system of magnifying lenses."	
<http://purl.obolibrary.org/obo/CHMO_0002576>	"The process of determining the quantity of a sample by adding measured increments of a titrant until the end-point is reached. The titration is followed by measuring the intensity/wavelength of radiation emitted by the sample."	
<http://purl.obolibrary.org/obo/CHMO_0001978>	"Spectroscopy where the energy states of 127I nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them."	
<http://purl.obolibrary.org/obo/BFO_0000026>		
<http://purl.obolibrary.org/obo/CHMO_0000319>	"Spectroscopy where the sample is bombarded with X-rays and the energies of reflected X-rays are measured."	
<http://purl.obolibrary.org/obo/CHMO_0001762>	"A buffer solution where the pH is maintained by a 2,2'-piperazine-1,4-diylbisethanesulfonic acid–2,2'-piperazine-1,4-diylbisethanesulfonate equilibrium."	
<http://purl.obolibrary.org/obo/CHMO_0002165>	"A type of Raman spectroscopy where the spectral signal is enhanced by pre-concentration of the sample. Drops of the sample in solution are deposited onto a surface and dry in a 'coffee-ring' pattern. Spectra are then obtained from this ring of excess of material, after evaporation has completed."	
<http://purl.obolibrary.org/obo/CHMO_0002751>	"The volume of carrier gas passing through a chromatography column in unit time."	"http://goldbook.iupac.org/F02439.html"
<http://purl.obolibrary.org/obo/CHMO_0002311>	"An imaging technique where a beam of X-rays is directed at the specimen and the intensities of the X-rays emitted due to core-to-core transitions (known as 'X-ray fluorescence') are detected as a function of wavelength and position. As these energies are element-specific, X-ray fluorescence microscopy can be used to determine spatially-resolved elemental composition."	
<http://purl.obolibrary.org/obo/CHMO_0001881>	"A phase cycle technique used in FT NMR experiments whereby the sense of application (or phase) of the rf pulses is altered on repeating the experiment to eliminate spectral artefacts. Exorcycle takes its name from the fact that it is used to remove 'phantom' and 'ghost' peaks. For the technique see J. Magn. Reson., (1977), 27, pg 511."	
<http://purl.obolibrary.org/obo/CHMO_0001093>	"A type of molecular spectroscopy where the sample is placed in a small graphite-coated tube which is rapidly heated by passing a current through it, then excited using a glow discharge (a potential difference applied across two electrodes immersed in the sample gas)."	
<http://purl.obolibrary.org/obo/CHMO_0001749>	"A borate buffer solution prepared from Tris, boric acid, and EDTA."	
<http://purl.obolibrary.org/obo/CHMO_0000334>	"Spectroscopy where the sample is bombarded with an electron beam and the energy threshold for excitation is indicated by the sudden disappearance of electrons from the beam."	
<http://purl.obolibrary.org/obo/CHMO_0000381>	"Spectroscopy where the sample is bombarded with electrons which decay in unoccupied states emitting bremsstrahlung radiation in the ultraviolet region."	
<http://purl.obolibrary.org/obo/CHMO_0001221>	"A double resonance technique in which transitions between spin sublevels are detected by fluorescence. Usually these are sublevels of a triplet and the transitions are induced by microwaves."	
<http://purl.obolibrary.org/obo/CHMO_0002211>	"A method for determining structure by directing a beam of X-rays at the powdered sample and detecting the positions and intensities of the diffracted X-rays as a pattern of spots on a photographic plate. The incident X-ray beam strikes the sample at a wide angle (>10°)."	
<http://purl.obolibrary.org/obo/CHMO_0002046>	"The measurement of the velocity of a moving object or medium using an NMR signal."	
<http://purl.obolibrary.org/obo/CHMO_0001729>	"A detection method that is sensitive to volatile organic compounds. A carrier gas (e.g. methane) containing the sample is bombarded with high-energy (UV) photons, resulting in ionisation. The current generated by these gaseous ions is then measured."	
<http://purl.obolibrary.org/obo/CHMO_0000096>	"Microscopy where the specimen can be made to fluoresce (emit energy as visible light) by illuminating it with radiation in the visible region (380–750 nm)."	
<http://purl.obolibrary.org/obo/CHMO_0001692>	"The sedimentation of a solid material (a 'precipitate'), consisting of a specific protein–antibody complex, from a solution containing many different proteins."	
<http://purl.obolibrary.org/obo/CHMO_0000842>	"A plot of absorbance vs. wavelength obtained by measuring the amount of radiation absorbed by a sample as a function of the wavelength of incident radiation in the ultraviolet to visible (190–800 nm) range."	
<http://purl.obolibrary.org/obo/CHMO_0001166>	"The measurement of the surface tension of a non-static liquid."	
<http://purl.obolibrary.org/obo/CHMO_0000152>	"A method for determining structure during photoelectron spectroscopy. Photons are directed at the sample and diffraction patterns resulting from the emission of electrons are recorded."	
<http://purl.obolibrary.org/obo/CHMO_0002173>	"An image obtained by using a sharp spike (known as a 'tip') mounted on the end of a cantilever to scan the surface of the specimen, line by line, and recording the deflection of the tip as a function of position."	
<http://purl.obolibrary.org/obo/CHMO_0002159>	"A method for preparing synthetic gemstones. A finely powdered sample is melted in an hydrogen-oxygen flame (2000 °C) and crystallising the melted droplets on a boule (a single crystal)."	
<http://purl.obolibrary.org/obo/CHMO_0001306>	"A synthesis method in which a drop of solvent is placed on the components to be assembled and allowed to dry freely in air. The solvent evaporation causes the spontaneous association of individual components into an organised structure or pattern."	
<http://purl.obolibrary.org/obo/CHMO_0001669>	"An ionisation method where the sample is ionised by interaction (electron or proton transfer) with reagent (N2, O2, H2O) gaseous ions at low pressure. Reagent ions are produced by electron ionisation."	
<http://purl.obolibrary.org/obo/BFO_0000028>		
<http://purl.obolibrary.org/obo/CHMO_0000915>	"The study of the flow of fluids which cannot be defined by a single value of viscosity. Rheometry is the measurement of the relationship between deformation and stress for these liquids."	
<http://purl.obolibrary.org/obo/CHMO_0001698>	"The cleavage of one or more bonds resulting from exposure to high-energy radiation."	
<http://purl.obolibrary.org/obo/CHMO_0002323>	"A piece of apparatus which is used to produce an enlarged image of an electron transparent specimen using several finely focused (<10 nm diameter) electron beams with an acceleration voltage of 50–150 kV under vacuum. The amplitude of the interference of the transmitted electron waves is then measured and the phase contrast is used to produce an image."	
<http://purl.obolibrary.org/obo/OBI_0001501>	"An assay in which a material's fluorescence is determined."@en	
<http://purl.obolibrary.org/obo/CHMO_0002582>	"A type of column chromatography where 0.1-10 g of sample mixture is separated in less than 15 min by using pressurised gas to drive the mobile phase through the column."	
<http://purl.obolibrary.org/obo/BFO_0000027>		
<http://purl.obolibrary.org/obo/CHMO_0001605>	"The transfer of a solute from one phase (the 'donor' or 'feed' phase) to another (organic) phase (the 'acceptor' or 'strip' phase) across a porous hydrophobic membrane the pores of which are filled with the same acceptor phase."	
<http://purl.obolibrary.org/obo/CHMO_0001314>	"A synthesis method where the substrate is exposed to one or more volatile precursors, which react or decompose on the surface to produce a deposit."	
<http://purl.obolibrary.org/obo/CHMO_0001807>	"A piece of apparatus used to conduct NMR experiments consisting of a magnet housing a sample space surrounded by two coils which act to transmit radio frequency radiation to the sample and to detect the response of the sample."	
<http://purl.obolibrary.org/obo/CHMO_0001980>	"Spectroscopy where the energy states of 123Sb nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them."	
<http://purl.obolibrary.org/obo/CHMO_0001390>	"Any synthesis technique involving the transfer of a microsized pattern to a material (a 'resist') by selective exposure to a radiation source (e.g. light or X-rays) or to a beam of charged particles. Upon irradiation, the material experiences a change in its physical properties which changes its response to a developer solution (making it either soluble or insoluble). The desired pattern is then obtained by removing any excess resist with the developer."	
<http://purl.obolibrary.org/obo/CHMO_0001103>	"A data set consisting of a 2D representation obtained from a sample."	
<http://purl.obolibrary.org/obo/CHMO_0002204>	"A process for forming thermoplastic polymer samples by dipping a mould into a solution of the polymer and drawing off the solvent to leave a polymer film adhering to the mould."	
<http://purl.obolibrary.org/obo/CHMO_0000929>	"A magic angle spinning NMR dipolar recoupling technique used to determine dipolar couplings between 1H and 13C nuclei. A FSLG sequence is used to remove homonuclear couplings (by spin-locking the 1H nuclei) and polarization transfer from the protons to the 13C via dipolar coupling manifests as a splitting of the detected 13C signal."	
<http://purl.obolibrary.org/obo/CHMO_0001568>	"The process of removing a thin layer of a sample surface by bombarding it with energetic ions."	
<http://purl.obolibrary.org/obo/CHMO_0002739>	"A measurement method which obtains the concentration or quantity of a specified substance in an analyte."	
<http://purl.obolibrary.org/obo/CHMO_0001362>	"A development technique where the substrate is placed in a vacuum (10^{-4} Pa) and two metal electrodes are melted and evaporated (sequentionally) by passing a current through them. When the metal atoms hit the (μch cooler) substrate they condense into nanoscale particles, forming a thin deposit on the surface. When vacuum metal deposition is used to enhance latent fingermarks on polymer surfaces, a Au layer is applied first, followed by a μch thicker Zn layer (which does not deposit on the fingermark ridges)."	
<http://purl.obolibrary.org/obo/CHMO_0001728>	"A detection method that is sensitive to organic compounds. As the sample passes through a cell it is illuminated with light in the region 190–1100 nm and any absorption is detected by a photodiode array."	
<http://purl.obolibrary.org/obo/CHMO_0001577>	"The transfer of a solute from a liquid phase to another immiscible or partially-miscible liquid phase in contact with it."	
<http://purl.obolibrary.org/obo/CHMO_0000304>	"X-ray absorption spectroscopy where changes in the X-ray absorption coefficient around the absorption edge (the part of the spectrum where the incident X-ray energy matches the binding energy of an electron) are measured as a function of incident X-ray energy. Measurements are taken under total reflection conditions."	
<http://purl.obolibrary.org/obo/CHMO_0000498>	"Mass spectrometry where the 'exact' mass of the molecular ions in the sample is determined as opposed to the 'nominal' mass (the number of protons and neutrons)."	
<http://purl.obolibrary.org/obo/CHMO_0001572>	"The process of using strong acids/alkalis to remove a thin layer of the unprotected parts of a sample surface (e.g. metal or silicon) to create a pattern. Anisotropic etching occurs when different etch rates are observed in different directions in the sample (e.g. for different crystal faces)."	
<http://purl.obolibrary.org/obo/BFO_0000006>		
<http://purl.obolibrary.org/obo/CHMO_0002413>	"Microscopy where the specimen, which is cooled in liquid ethane to 180 °C, is bombarded with a finely focused (<10 nm diameter) electron beam with an acceleration voltage 50–150 kV under vacuum and the interaction of the electrons with the specimen produces transmitted, secondary, backscattered and diffracted electrons and characteristic X-rays which are detected."	
<http://purl.obolibrary.org/obo/CHMO_0001265>	"Spectrometry where the sample is chemically degraded by thermal energy then converted into gaseous ions which are characterised by their mass-to-charge ratio and relative abundance."	
<http://purl.obolibrary.org/obo/CHMO_0001128>	"Chromatography in which separation is based mainly on differences between the adsorption affinities of the sample components for the surface of an active solid."	
<http://purl.obolibrary.org/obo/CHMO_0002056>		
<http://purl.obolibrary.org/obo/CHMO_0002750>	"The operating temperature to which an ion source is set."	
<http://purl.obolibrary.org/obo/CHMO_0002100>	"Spectroscopy where three incident laser beams are mixed."	
<http://purl.obolibrary.org/obo/CHMO_0001789>	"Column chromatography where the mobile phase is a liquid,  the stationary phase consists of very small particles, and the inlet pressure is relatively high. In normal-phase HPLC, the stationary phase is more polar than the mobile phase."	
<http://purl.obolibrary.org/obo/CHMO_0001930>	"A synthesis method in which the components of the sample spontaneously (and reversibly) associate by non-covalent interactions, taking the form of an existing lithographically templated structure or pattern."	
<http://purl.obolibrary.org/obo/CHMO_0002752>	"The length specified for a chromatography column."	
<http://purl.obolibrary.org/obo/CHMO_0000774>	"A type of NMR experiment employed for protein samples in which relaxation mechanisms are optimised in order to suppress transverse relaxation times (T2) and deliver only the sharpest signal present in a multiplet."	"FIX:0000565"
<http://purl.obolibrary.org/obo/CHMO_0001149>	"A type of heteronuclear NMR spectroscopy where a second frequency dimension is employed to disperse the signals and reveal correlations between protons and 15N nuclei which are 2 to 3 bonds removed."	"FIX:0001023"
<http://purl.obolibrary.org/obo/CHMO_0002556>	"A triple resonance NMR experiment used to determine the chemical shifts of nuclei in a (isotopically enriched) protein. The chemical shift of the (backbone) amide proton is correlated with the chemical shift of the covalently bound nitrogen and the carbonyl carbon of the preceding residue. The name of the method describes the path taken by the magnetisation during the experiment."	
<http://purl.obolibrary.org/obo/CHMO_0000793>	"An information content entity that is output by an assay."	
<http://purl.obolibrary.org/obo/CHMO_0002224>	"Any synthesis method used to grow crystals."	
<http://purl.obolibrary.org/obo/CHMO_0002057>		
<http://purl.obolibrary.org/obo/CHMO_0002497>	"A chemical process in which a prepolymer is converted into a polymer and then into a network, upon irradiation with light in the range 190–400 nm."	
<http://purl.obolibrary.org/obo/CHMO_0001089>	"A piece of apparatus which combines a low energy electron microscope (LEEM) and an energy filtered x-ray photoemission electron microscope (XPEEM)."	
<http://purl.obolibrary.org/obo/CHMO_0002171>	"An image obtained by using a sharp spike (known as a 'tip') mounted on the end of a cantilever to scan the surface of the specimen, line by line, and recording the drop in amplitude of the oscillating cantilever as a function of position."	
<http://purl.obolibrary.org/obo/CHMO_0000001>	"The determination of the spectral absorbance of a solution. This method is often used to determine the concentration of a chemical in a solution."	
<http://purl.obolibrary.org/obo/CHMO_0000067>	"Any technique where a microscope is used to view a small object (or specimen) by producing a magnified image."	
<http://purl.obolibrary.org/obo/BFO_0000008>		
<http://purl.obolibrary.org/obo/CHMO_0000614>	"Spectroscopy where the response of nuclei with non-zero spin, in a solid sample, to a perturbing magnetic field is detected. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them."	
<http://purl.obolibrary.org/obo/CHMO_0000622>	"Spectroscopy where light energy absorbed by the sample results in heating and the subsequent change in temperature, pressure or density is measured."	
<http://purl.obolibrary.org/obo/CHMO_0001043>	"A separation method where colloidal particles consisting of polynucleotides move at different speeds according to their charge and frictional forces in a separation medium consisting of a gel, across which an electric field is applied and across which there is a gradient of temperatures that cause double-stranded DNA to unzip."	
<http://purl.obolibrary.org/obo/CHMO_0000078>	"Microscopy where a pulsed electron beam is scanned over the surface of the specimen in order to generate elastic waves which are reflected and detected."	
<http://purl.obolibrary.org/obo/CHMO_0002129>	"An NMR experiment used to enhance the sensitivity of low gyromagnetic ratio nuclei by collapsing the intensity of the 'full' spectrum into discrete 'spikelets'/peaks. The intensities of the peaks vary according to the spin-spin relaxation rate (T2) and the envelope described by these peaks represents the full, static spectrum. The solid sample is spun rapidly at the magic angle (54.74° with respect to the direction of the magnetic field) to reduce line broadening."	
<http://purl.obolibrary.org/obo/OBI_0600046>	"the use of a biomaterial's preferential affinity for either the mobile phase or the stationary phase to separate it from other materials of differing affinity"@en	
<http://purl.obolibrary.org/obo/CHMO_0000760>	"Any method where a biological sample is illuminated with a light source and the energy transfer between molecules can be used for imaging and to measure inter-molecular distances."	
<http://purl.obolibrary.org/obo/CHMO_0001448>	"Any process in which the molecular structure of a hydrocarbon is rearranged to alter its properties (e.g. its combustion characteristics) by exposing the hydrocarbons to high pressures and temperatures."	
<http://purl.obolibrary.org/obo/CHMO_0002203>	"A extremely flat surface that holds the sample during a mass spectrometry experiment where the sample is vaporised and ionised using a high-energy pulsed laser whilst being held in a matrix to protect it from direct laser illumination and to separate the sample molecules. The surface of the plate may be chemically functionalised for a specific sample."	
<http://purl.obolibrary.org/obo/CHMO_0001561>	"The process of creating deep holes and trenches in a sample surface using short pulses of a plasma (a partially ionised gas containing free electrons and radicals) alternating with the deposition of a chemically inert passivation layer."	
<http://purl.obolibrary.org/obo/CHMO_0002661>	"The simultaneous collection of AFM topography data and spatially-resolved IR spectra by measuring the IR absorption via transient deformation of the AFM cantilever induced by an infrared pulsed laser (tuned to a wavelength that corresponds to a vibrational absorbing wavelength in the specimen) as a function of AFM tip position."	
<http://purl.obolibrary.org/obo/CHMO_0001685>	"The combining of components, particles or layers into a more homogeneous state. The mixing may be achieved manually or mechanically by shifting the material with stirrers or pumps or by revolving or shaking the container. The process μst not permit segregation of particles of different size or properties. Homogeneity may be considered to have been achieved in a practical sense when the sampling error of the processed portion is negligible compared to the total error of the measurement system."	
<http://purl.obolibrary.org/obo/CHMO_0000948>	"A piece of apparatus, based on a semiconductor chip, which converts the intensity of light falling onto its surface at different points into a charge. When a photon is absorbed by the chip, a single electron is released. Electrodes covering the chip surface hold these electrons in place in an array of wells, or pixels, so that during exposure of the chip to light, a pattern of charge builds up that corresponds to the pattern of light."	
<http://purl.obolibrary.org/obo/CHMO_0001817>	"The collection of spatially resolved infrared spectra of a sample during optical microscopy. The infrared spectra are obtained by single pulse of infrared radiation, produced in a synchrotron."	
<http://purl.obolibrary.org/obo/CHMO_0002575>	"A buffer solution in which the pH is maintained by an acetic acid–sodium acetate equilibrium."	
<http://purl.obolibrary.org/obo/CHMO_0001301>	"A method used to synthesise a sample."	
<http://purl.obolibrary.org/obo/CHMO_0000789>	"A type of NMR spectroscopy where a spatially inhomogeneous magnetic field with a defined gradient is used, either to select a particular signal or to render unwanted signals undetectable."	
<http://purl.obolibrary.org/obo/IAO_8000011>	"An imported ontology module that is derived from an external ontology. Derivation methods include the OWLAPI SLME approach."@en	
<http://purl.obolibrary.org/obo/CHMO_0002361>	"A plot of relative abundance (%) vs. mass-to-charge ratio obtained from a mass spectrometry experiment , where the ions are obtained by forcing a solution (usually in an organic solvent) of the sample through a small capillary (at a flow rate of nL min-1) into an electric field to produce a very fine mist of charged droplets."	
<http://purl.obolibrary.org/obo/CHMO_0001008>	"A chromatography method where the stationary phase is or is impregnated in a sheet of paper."	
<http://purl.obolibrary.org/obo/CHMO_0002388>	"A plot of ion current vs. retention time obtained from a chromatography experiment with mass detection."	
<http://purl.obolibrary.org/obo/CHMO_0000777>	"Spectroscopy based on the differential diffuse reflectance of left- and right-handed circularly polarised light by a sample."	
<http://purl.obolibrary.org/obo/CHMO_0002848>	"The working range over which an incremental change in concentration or mass flow rate produces an incremental change in response."	
<http://purl.obolibrary.org/obo/CHMO_0001958>	"An image obtained by scanning a finely focused (<10 nm diameter) electron beam, produced by thermionic emission heating (field emission), across the specimen under vacuum."	
<http://purl.obolibrary.org/obo/BFO_0000017>	"A specifically dependent continuant  that inheres in continuant  entities and are not exhibited in full at every time in which it inheres in an entity or group of entities. The exhibition or actualization of a realizable entity is a particular manifestation, functioning or process that occurs under certain circumstances."@en	
<http://purl.obolibrary.org/obo/CHMO_0000111>	"Microscopy where the specimen placed between two orthogonal polarising filters and illuminated with visible light."	
<http://purl.obolibrary.org/obo/OBI_0000835>	"A person or organization that has a manufacturer role."@en	
<http://purl.obolibrary.org/obo/CHMO_0002138>	"A plot of the nuclear magnetic resonance frequency vs. intensity composed of a series of peaks (separated by the reciprocal of a user-defined time delay in a QCPMG pulse sequence) which describe the envelope of the full, static spectrum."	
<http://purl.obolibrary.org/obo/CHMO_0002364>	"The process of transferring a substance from an aqueous phase to an organic phase immobilised within the pores of the wall of a porous hollow fibre (<10 μm diameter)."	
<http://purl.obolibrary.org/obo/CHMO_0002588>	"A reference electrode where the electrochemical reaction is between mercury metal and mercury(II) sulfate."	
<http://purl.obolibrary.org/obo/CHMO_0002087>	"A separation method where particles move at different speeds according to their thermal conductivity in a separation medium, across which a thermal gradient is applied."	
<http://purl.obolibrary.org/obo/CHMO_0002765>	"A mass spectrum obtained from negative mode atmospheric pressure chemical ionization mass spectrometry."	
<http://purl.obolibrary.org/obo/CHMO_0001579>	"The process of transferring a substance from a solid or liquid matrix to the vapour phase by heating."	
<http://purl.obolibrary.org/obo/OBI_0600014>	"a material processing in which components of an input material become segregated in space"@en	
<http://purl.obolibrary.org/obo/CHMO_0000921>	"An electrochemical technique where the cell current is measured as a function of time and as a function of the potential between the indicator and reference electrodes. The potential is varied as a square wave and there is one square wave cycle per staircase step."	
<http://purl.obolibrary.org/obo/CHMO_0000637>	"Spectroscopy where the sample absorbs radiation from a finely focused beam (<10 μm diameter) of infrared light  (0.78–1000 μm)."	
<http://purl.obolibrary.org/obo/CHMO_0002377>	"A type of heteronuclear NMR spectroscopy where a second frequency dimension is employed to disperse the signals and reveal correlations between protons and the 113Cd nuclei to which they are covalently bound."	
<http://purl.obolibrary.org/obo/CHMO_0001193>	"Spectroscopy where the energy states of 14N nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods between them. Anisotropic interactions between nuclei, which are usually averaged by Brownian motion in liquid samples, cause significant line broadening in solid-state NMR, but can be averaged to zero by spinning the sample very rapidly at the magic angle (54.74° with respect to the direction of the magnetic field)."	
<http://purl.obolibrary.org/obo/BFO_0000009>		
<http://purl.obolibrary.org/obo/CHMO_0001690>	"The simultaneous precipitation of a normally soluble component with a macro-component from the same solution by the formation of mixed crystals, by adsorption, occlusion or mechanical entrapment."	
<http://purl.obolibrary.org/obo/CHMO_0002501>	"A buffer that is used to separate proteins in a gel matrix."	
<http://purl.obolibrary.org/obo/CHMO_0001481>	"A chemical process in which a prepolymer is converted into a polymer and then into a network, upon irradiation with an electron beam."	
<http://purl.obolibrary.org/obo/CHMO_0000299>	"X-ray absorption spectroscopy where changes in the X-ray absorption coefficient around the absorption edge (the part of the spectrum where the incident X-ray energy matches the binding energy of an electron) are measured as a function of incident X-ray energy."	
<http://purl.obolibrary.org/obo/CHMO_0000259>	"A type of atomic emission spectrometry where a high energy femtosecond laser pulse is used to generate a plasma which acts as the excitation source."	
<http://purl.obolibrary.org/obo/CHMO_0001132>	"A sample preparation method where material is removed from a specimen by illuminating it with a laser beam."	
<http://purl.obolibrary.org/obo/CHMO_0000159>	"A method for determining structure by directing a beam of X-rays at a single crystal sample and detecting the positions and intensities of the diffracted X-rays as a pattern of spots on a photographic plate. Single crystal X-ray diffraction is used for protein crystallography."	
<http://purl.obolibrary.org/obo/CHMO_0001167>	"A method for determining surface area by measuring the amount of an inert gaseous or liquid substance (the 'sorbent', usually H2 or N2) which adsorbs onto the surface of interest (the 'sorbate'), and the subsequent amount that desorbs at a constant temperature. Regression analysis is then applied to the data, resulting in an isotherm."	
<http://purl.obolibrary.org/obo/CHMO_0002065>	"A method for dispersing two or more immiscible liquid by shaking, stirring or homogenising the mixture. The emulsion is stablised by adding finely divided insoluble solid particles (e.g. latex or silica)."	
<http://purl.obolibrary.org/obo/CHMO_0001366>	"Sputter deposition where a secondary ion beam is then used to remove any partially bound atoms from the substrate surface."	
<http://purl.obolibrary.org/obo/CHMO_0000538>	"Plasma mass spectrometry where the plasma has been generated by electromagnetic induction."	
<http://purl.obolibrary.org/obo/CHMO_0001560>	"The process of removing a thin layer of a sample surface using short pulses of a plasma (a partially ionised gas containing free electrons and radicals)."	
<http://purl.obolibrary.org/obo/CHMO_0002859>	"The ratio of the percentage of one enantiomer in a mixture to that of the other."	
<http://purl.obolibrary.org/obo/CHMO_0002578>	"An ion source that consists of a syringe pump, a needle, a power source and a counter electrode (or 'cone') that is used to ionise samples for mass spectrometry."	
<http://purl.obolibrary.org/obo/CHMO_0001586>	"The process of transferring a substance from a liquid to a solid phase by passing the liquid sample through a small fibre containing a stationary phase bonded to a silica needle (<10 μm diameter)."	
<http://purl.obolibrary.org/obo/CHMO_0001246>	"A method for measuring charge carrier mobilities and conductivities by applying two sequentional square-shaped voltage pulses and measuring the resulting current."	
<http://purl.obolibrary.org/obo/CHMO_0002265>	"A chromatography column where the stationary phase is an anion exchanger."	
<http://purl.obolibrary.org/obo/CHMO_0000674>	"Spectroscopy where the Raman scattering of monochromatic light, from a laser, by a sample is detected. Scattered light is collected from regions laterally offset from the excitation laser spot."	
<http://purl.obolibrary.org/obo/CHMO_0002058>		
<http://purl.obolibrary.org/obo/CHMO_0002680>	"A piece of apparatus, consisting of an electrolytic cell, that is used to determine electric charge by measuring the amount of an element deposited or released at the cathode during a specified time."	
<http://purl.obolibrary.org/obo/CHMO_0001010>	"Column chromatography where the separation is caused by exclusion effects such as differences in molecular size, shape or charge."	
<http://purl.obolibrary.org/obo/CHMO_0000012>	"An electrochemical technique where the total Coulombs of electricity required to complete (fully oxidise or fully reduce the sample in) an electrochemical reaction is measured."	
<http://purl.obolibrary.org/obo/CHMO_0001255>	"The detection of luminescence emitted from a sample as a result of the application of an electric current or a strong electric field."	
